	Glycine_max.Glycine_max_v2.0.pep.all.fa	Lj3.0_pep.fa	Lupinus_angustifolius.LupAngTanjil_v1.0.pep.all.fa	Medicago_truncatula.MedtrA17_4.0.pep.all.fa	Phaseolus_vulgaris.PhaVulg1_0.pep.all.fa
OG0050865		Lj0g3v0111589.1			
OG0050866		Lj0g3v0111599.1			
OG0050867		Lj0g3v0111669.1			
OG0050868		Lj0g3v0111679.1			
OG0050869		Lj0g3v0111829.1			
OG0050870		Lj0g3v0111899.1			
OG0050871		Lj0g3v0112019.1			
OG0050872		Lj0g3v0112089.2			
OG0050873		Lj0g3v0112099.1			
OG0050874		Lj0g3v0112359.1			
OG0050875		Lj0g3v0112429.1			
OG0050876		Lj0g3v0112509.1			
OG0050877		Lj0g3v0112559.1			
OG0050878		Lj0g3v0112729.1			
OG0050879		Lj0g3v0112729.2			
OG0050880		Lj0g3v0112739.1			
OG0050881		Lj0g3v0112749.1			
OG0050882		Lj0g3v0112799.1			
OG0050883		Lj0g3v0112809.1			
OG0050884		Lj0g3v0112949.1			
OG0050885		Lj0g3v0112959.1			
OG0050886		Lj0g3v0112989.1			
OG0050887		Lj0g3v0113019.1			
OG0050888		Lj0g3v0113089.1			
OG0050889		Lj0g3v0113089.2			
OG0050890		Lj0g3v0113099.1			
OG0050891		Lj0g3v0113169.1			
OG0050892		Lj0g3v0113169.2			
OG0050893		Lj0g3v0113329.1			
OG0050894		Lj0g3v0113339.1			
OG0050895		Lj0g3v0113379.1			
OG0050896		Lj0g3v0113379.2			
OG0050897		Lj0g3v0113419.1			
OG0050898		Lj0g3v0113439.1			
OG0050899		Lj0g3v0113539.1			
OG0050900		Lj0g3v0113699.1			
OG0050901		Lj0g3v0113709.1			
OG0050902		Lj0g3v0113769.1			
OG0050903		Lj0g3v0113789.1			
OG0050904		Lj0g3v0113819.1			
OG0050905		Lj0g3v0113949.1			
OG0050906		Lj0g3v0113969.1			
OG0050907		Lj0g3v0113989.1			
OG0050908		Lj0g3v0113999.1			
OG0050909		Lj0g3v0114079.1			
OG0050910		Lj0g3v0114089.1			
OG0050911		Lj0g3v0114119.1			
OG0050912		Lj0g3v0114199.1			
OG0050913		Lj0g3v0114229.1			
OG0050914		Lj0g3v0114239.1			
OG0050915		Lj0g3v0114269.1			
OG0050916		Lj0g3v0114279.1			
OG0050917		Lj0g3v0114389.1			
OG0050918		Lj0g3v0114459.1			
OG0050919		Lj0g3v0114599.1			
OG0050920		Lj0g3v0114599.3			
OG0050921		Lj0g3v0114599.4			
OG0050922		Lj0g3v0114789.1			
OG0050923		Lj0g3v0114799.3			
OG0050924		Lj0g3v0114799.4			
OG0050925		Lj0g3v0114849.1			
OG0050926		Lj0g3v0114899.1			
OG0050927		Lj0g3v0115139.1			
OG0050928		Lj0g3v0115209.2			
OG0050929		Lj0g3v0115209.3			
OG0050930		Lj0g3v0115209.4			
OG0050931		Lj0g3v0115239.1			
OG0050932		Lj0g3v0115299.1			
OG0050933		Lj0g3v0115409.1			
OG0050934		Lj0g3v0115459.1			
OG0050935		Lj0g3v0115539.1			
OG0050936		Lj0g3v0115549.1			
OG0050937		Lj0g3v0115579.1			
OG0050938		Lj0g3v0115639.1			
OG0050939		Lj0g3v0115709.1			
OG0050940		Lj0g3v0115709.2			
OG0050941		Lj0g3v0115729.1			
OG0050942		Lj0g3v0115749.1			
OG0050943		Lj0g3v0115809.1			
OG0050944		Lj0g3v0115899.1			
OG0050945		Lj0g3v0115949.1			
OG0050946		Lj0g3v0115989.1			
OG0050947		Lj0g3v0116049.1			
OG0050948		Lj0g3v0116069.1			
OG0050949		Lj0g3v0116069.2			
OG0050950		Lj0g3v0116149.1			
OG0050951		Lj0g3v0116159.1			
OG0050952		Lj0g3v0116189.1			
OG0050953		Lj0g3v0116199.1			
OG0050954		Lj0g3v0116299.1			
OG0050955		Lj0g3v0116299.2			
OG0050956		Lj0g3v0116309.1			
OG0050957		Lj0g3v0116319.1			
OG0050958		Lj0g3v0116369.1			
OG0050959		Lj0g3v0116399.1			
OG0050960		Lj0g3v0116419.1			
OG0050961		Lj0g3v0116439.1			
OG0050962		Lj0g3v0116459.1			
OG0050963		Lj0g3v0116519.1			
OG0050964		Lj0g3v0116529.1			
OG0050965		Lj0g3v0116619.1			
OG0050966		Lj0g3v0116669.1			
OG0050967		Lj0g3v0116709.1			
OG0050968		Lj0g3v0116809.1			
OG0050969		Lj0g3v0116939.1			
OG0050970		Lj0g3v0116959.1			
OG0050971		Lj0g3v0117169.1			
OG0050972		Lj0g3v0117359.1			
OG0050973		Lj0g3v0117369.1			
OG0050974		Lj0g3v0117449.1			
OG0050975		Lj0g3v0117479.1			
OG0050976		Lj0g3v0117559.1			
OG0050977		Lj0g3v0117639.1			
OG0050978		Lj0g3v0117649.1			
OG0050979		Lj0g3v0117699.1			
OG0050980		Lj0g3v0117709.1			
OG0050981		Lj0g3v0117719.1			
OG0050982		Lj0g3v0117929.1			
OG0050983		Lj0g3v0117939.1			
OG0050984		Lj0g3v0118009.1			
OG0050985		Lj0g3v0118099.1			
OG0050986		Lj0g3v0118139.1			
OG0050987		Lj0g3v0118149.1			
OG0050988		Lj0g3v0118209.1			
OG0050989		Lj0g3v0118259.1			
OG0050990		Lj0g3v0118339.1			
OG0050991		Lj0g3v0118349.1			
OG0050992		Lj0g3v0118349.2			
OG0050993		Lj0g3v0118349.3			
OG0050994		Lj0g3v0118369.1			
OG0050995		Lj0g3v0118379.1			
OG0050996		Lj0g3v0118439.1			
OG0050997		Lj0g3v0118459.1			
OG0050998		Lj0g3v0118499.1			
OG0050999		Lj0g3v0118509.1			
OG0051000		Lj0g3v0118539.1			
OG0051001		Lj0g3v0118599.1			
OG0051002		Lj0g3v0118609.1			
OG0051003		Lj0g3v0118799.1			
OG0051004		Lj0g3v0118819.1			
OG0051005		Lj0g3v0118829.1			
OG0051006		Lj0g3v0118849.1			
OG0051007		Lj0g3v0119049.1			
OG0051008		Lj0g3v0119139.1			
OG0051009		Lj0g3v0119149.1			
OG0051010		Lj0g3v0119149.2			
OG0051011		Lj0g3v0119169.1			
OG0051012		Lj0g3v0119179.1			
OG0051013		Lj0g3v0119239.1			
OG0051014		Lj0g3v0119249.1			
OG0051015		Lj0g3v0119469.2			
OG0051016		Lj0g3v0119519.1			
OG0051017		Lj0g3v0119539.1			
OG0051018		Lj0g3v0119549.1			
OG0051019		Lj0g3v0119569.1			
OG0051020		Lj0g3v0119579.1			
OG0051021		Lj0g3v0119629.1			
OG0051022		Lj0g3v0119659.1			
OG0051023		Lj0g3v0119689.1			
OG0051024		Lj0g3v0119729.1			
OG0051025		Lj0g3v0119869.1			
OG0051026		Lj0g3v0119869.2			
OG0051027		Lj0g3v0119929.1			
OG0051028		Lj0g3v0119939.1			
OG0051029		Lj0g3v0120029.1			
OG0051030		Lj0g3v0120039.1			
OG0051031		Lj0g3v0120039.2			
OG0051032		Lj0g3v0120049.1			
OG0051033		Lj0g3v0120099.1			
OG0051034		Lj0g3v0120179.1			
OG0051035		Lj0g3v0120239.1			
OG0051036		Lj0g3v0120259.1			
OG0051037		Lj0g3v0120279.1			
OG0051038		Lj0g3v0120309.1			
OG0051039		Lj0g3v0120329.1			
OG0051040		Lj0g3v0120359.1			
OG0051041		Lj0g3v0120429.1			
OG0051042		Lj0g3v0120449.1			
OG0051043		Lj0g3v0120499.1			
OG0051044		Lj0g3v0120629.1			
OG0051045		Lj0g3v0120649.1			
OG0051046		Lj0g3v0120679.1			
OG0051047		Lj0g3v0120749.1			
OG0051048		Lj0g3v0120789.1			
OG0051049		Lj0g3v0120799.1			
OG0051050		Lj0g3v0120839.2			
OG0051051		Lj0g3v0120859.1			
OG0051052		Lj0g3v0120869.1			
OG0051053		Lj0g3v0120879.1			
OG0051054		Lj0g3v0120919.1			
OG0051055		Lj0g3v0121029.1			
OG0051056		Lj0g3v0121039.1			
OG0051057		Lj0g3v0121279.1			
OG0051058		Lj0g3v0121429.1			
OG0051059		Lj0g3v0121579.1			
OG0051060		Lj0g3v0121619.1			
OG0051061		Lj0g3v0121639.1			
OG0051062		Lj0g3v0121719.1			
OG0051063		Lj0g3v0121809.1			
OG0051064		Lj0g3v0121919.1			
OG0051065		Lj0g3v0121929.1			
OG0051066		Lj0g3v0121949.1			
OG0051067		Lj0g3v0121959.1			
OG0051068		Lj0g3v0121969.1			
OG0051069		Lj0g3v0121979.1			
OG0051070		Lj0g3v0122049.2			
OG0051071		Lj0g3v0122079.1			
OG0051072		Lj0g3v0122129.1			
OG0051073		Lj0g3v0122359.1			
OG0051074		Lj0g3v0122379.1			
OG0051075		Lj0g3v0122499.1			
OG0051076		Lj0g3v0122509.1			
OG0051077		Lj0g3v0122519.1			
OG0051078		Lj0g3v0122579.1			
OG0051079		Lj0g3v0122579.2			
OG0051080		Lj0g3v0122589.1			
OG0051081		Lj0g3v0122599.1			
OG0051082		Lj0g3v0122649.1			
OG0051083		Lj0g3v0122759.1			
OG0051084		Lj0g3v0122759.2			
OG0051085		Lj0g3v0122759.3			
OG0051086		Lj0g3v0122839.1			
OG0051087		Lj0g3v0122849.1			
OG0051088		Lj0g3v0122859.1			
OG0051089		Lj0g3v0122899.1			
OG0051090		Lj0g3v0122909.1			
OG0051091		Lj0g3v0122919.1			
OG0051092		Lj0g3v0122929.1			
OG0051093		Lj0g3v0122939.1			
OG0051094		Lj0g3v0122939.2			
OG0051095		Lj0g3v0122949.1			
OG0051096		Lj0g3v0123009.1			
OG0051097		Lj0g3v0123039.1			
OG0051098		Lj0g3v0123079.1			
OG0051099		Lj0g3v0123099.1			
OG0051100		Lj0g3v0123179.1			
OG0051101		Lj0g3v0123309.1			
OG0051102		Lj0g3v0123329.1			
OG0051103		Lj0g3v0123419.1			
OG0051104		Lj0g3v0123429.1			
OG0051105		Lj0g3v0123479.1			
OG0051106		Lj0g3v0123639.1			
OG0051107		Lj0g3v0123649.1			
OG0051108		Lj0g3v0123769.1			
OG0051109		Lj0g3v0123809.1			
OG0051110		Lj0g3v0123899.1			
OG0051111		Lj0g3v0123939.1			
OG0051112		Lj0g3v0123949.1			
OG0051113		Lj0g3v0123969.1			
OG0051114		Lj0g3v0123999.2			
OG0051115		Lj0g3v0124009.1			
OG0051116		Lj0g3v0124039.1			
OG0051117		Lj0g3v0124049.1			
OG0051118		Lj0g3v0124149.1			
OG0051119		Lj0g3v0124199.1			
OG0051120		Lj0g3v0124209.1			
OG0051121		Lj0g3v0124309.2			
OG0051122		Lj0g3v0124439.1			
OG0051123		Lj0g3v0124669.1			
OG0051124		Lj0g3v0124709.1			
OG0051125		Lj0g3v0124939.1			
OG0051126		Lj0g3v0125219.1			
OG0051127		Lj0g3v0125219.2			
OG0051128		Lj0g3v0125239.1			
OG0051129		Lj0g3v0125279.1			
OG0051130		Lj0g3v0125299.1			
OG0051131		Lj0g3v0125309.1			
OG0051132		Lj0g3v0125399.1			
OG0051133		Lj0g3v0125499.1			
OG0051134		Lj0g3v0125549.1			
OG0051135		Lj0g3v0125579.1			
OG0051136		Lj0g3v0125779.1			
OG0051137		Lj0g3v0125879.1			
OG0051138		Lj0g3v0125889.1			
OG0051139		Lj0g3v0125909.1			
OG0051140		Lj0g3v0125919.1			
OG0051141		Lj0g3v0125929.1			
OG0051142		Lj0g3v0125939.1			
OG0051143		Lj0g3v0126039.1			
OG0051144		Lj0g3v0126109.1			
OG0051145		Lj0g3v0126159.2			
OG0051146		Lj0g3v0126289.1			
OG0051147		Lj0g3v0126429.2			
OG0051148		Lj0g3v0126429.3			
OG0051149		Lj0g3v0126499.1			
OG0051150		Lj0g3v0126519.1			
OG0051151		Lj0g3v0126539.1			
OG0051152		Lj0g3v0126579.1			
OG0051153		Lj0g3v0126729.1			
OG0051154		Lj0g3v0126819.1			
OG0051155		Lj0g3v0126879.1			
OG0051156		Lj0g3v0126889.1			
OG0051157		Lj0g3v0126899.1			
OG0051158		Lj0g3v0126989.1			
OG0051159		Lj0g3v0127009.1			
OG0051160		Lj0g3v0127329.1			
OG0051161		Lj0g3v0127349.1			
OG0051162		Lj0g3v0127599.1			
OG0051163		Lj0g3v0127619.1			
OG0051164		Lj0g3v0127619.2			
OG0051165		Lj0g3v0127619.3			
OG0051166		Lj0g3v0127689.1			
OG0051167		Lj0g3v0127899.1			
OG0051168		Lj0g3v0128009.1			
OG0051169		Lj0g3v0128189.1			
OG0051170		Lj0g3v0128209.1			
OG0051171		Lj0g3v0128259.1			
OG0051172		Lj0g3v0128269.1			
OG0051173		Lj0g3v0128299.1			
OG0051174		Lj0g3v0128329.1			
OG0051175		Lj0g3v0128349.1			
OG0051176		Lj0g3v0128389.1			
OG0051177		Lj0g3v0128449.1			
OG0051178		Lj0g3v0128529.1			
OG0051179		Lj0g3v0128539.1			
OG0051180		Lj0g3v0128629.1			
OG0051181		Lj0g3v0128639.1			
OG0051182		Lj0g3v0128699.1			
OG0051183		Lj0g3v0128729.1			
OG0051184		Lj0g3v0128769.1			
OG0051185		Lj0g3v0128859.1			
OG0051186		Lj0g3v0128889.1			
OG0051187		Lj0g3v0128909.1			
OG0051188		Lj0g3v0128949.1			
OG0051189		Lj0g3v0128989.1			
OG0051190		Lj0g3v0128999.1			
OG0051191		Lj0g3v0129049.1			
OG0051192		Lj0g3v0129049.2			
OG0051193		Lj0g3v0129059.2			
OG0051194		Lj0g3v0129079.1			
OG0051195		Lj0g3v0129119.1			
OG0051196		Lj0g3v0129239.1			
OG0051197		Lj0g3v0129259.1			
OG0051198		Lj0g3v0129279.1			
OG0051199		Lj0g3v0129319.1			
OG0051200		Lj0g3v0129389.1			
OG0051201		Lj0g3v0129389.2			
OG0051202		Lj0g3v0129389.3			
OG0051203		Lj0g3v0129409.1			
OG0051204		Lj0g3v0129449.1			
OG0051205		Lj0g3v0129479.1			
OG0051206		Lj0g3v0129489.1			
OG0051207		Lj0g3v0129529.1			
OG0051208		Lj0g3v0129539.1			
OG0051209		Lj0g3v0129539.2			
OG0051210		Lj0g3v0129539.3			
OG0051211		Lj0g3v0129549.1			
OG0051212		Lj0g3v0129619.1			
OG0051213		Lj0g3v0129619.2			
OG0051214		Lj0g3v0129629.1			
OG0051215		Lj0g3v0129669.1			
OG0051216		Lj0g3v0129689.1			
OG0051217		Lj0g3v0129749.1			
OG0051218		Lj0g3v0129859.1			
OG0051219		Lj0g3v0129869.1			
OG0051220		Lj0g3v0129909.1			
OG0051221		Lj0g3v0129929.1			
OG0051222		Lj0g3v0130059.1			
OG0051223		Lj0g3v0130059.2			
OG0051224		Lj0g3v0130099.1			
OG0051225		Lj0g3v0130129.1			
OG0051226		Lj0g3v0130159.1			
OG0051227		Lj0g3v0130259.1			
OG0051228		Lj0g3v0130359.1			
OG0051229		Lj0g3v0130369.1			
OG0051230		Lj0g3v0130389.1			
OG0051231		Lj0g3v0130439.1			
OG0051232		Lj0g3v0130439.3			
OG0051233		Lj0g3v0130509.1			
OG0051234		Lj0g3v0130539.1			
OG0051235		Lj0g3v0130589.1			
OG0051236		Lj0g3v0130699.1			
OG0051237		Lj0g3v0130729.1			
OG0051238		Lj0g3v0130749.1			
OG0051239		Lj0g3v0130849.1			
OG0051240		Lj0g3v0130889.1			
OG0051241		Lj0g3v0130919.1			
OG0051242		Lj0g3v0130939.1			
OG0051243		Lj0g3v0130999.1			
OG0051244		Lj0g3v0131009.2			
OG0051245		Lj0g3v0131139.1			
OG0051246		Lj0g3v0131149.1			
OG0051247		Lj0g3v0131169.2			
OG0051248		Lj0g3v0131169.3			
OG0051249		Lj0g3v0131179.1			
OG0051250		Lj0g3v0131229.1			
OG0051251		Lj0g3v0131229.2			
OG0051252		Lj0g3v0131259.1			
OG0051253		Lj0g3v0131299.1			
OG0051254		Lj0g3v0131419.1			
OG0051255		Lj0g3v0131589.1			
OG0051256		Lj0g3v0131649.1			
OG0051257		Lj0g3v0131659.1			
OG0051258		Lj0g3v0131659.2			
OG0051259		Lj0g3v0131669.1			
OG0051260		Lj0g3v0131739.1			
OG0051261		Lj0g3v0131749.1			
OG0051262		Lj0g3v0131769.1			
OG0051263		Lj0g3v0131779.1			
OG0051264		Lj0g3v0131839.1			
OG0051265		Lj0g3v0131879.1			
OG0051266		Lj0g3v0131959.1			
OG0051267		Lj0g3v0131979.1			
OG0051268		Lj0g3v0132089.1			
OG0051269		Lj0g3v0132099.1			
OG0051270		Lj0g3v0132099.2			
OG0051271		Lj0g3v0132099.4			
OG0051272		Lj0g3v0132109.1			
OG0051273		Lj0g3v0132139.1			
OG0051274		Lj0g3v0132189.1			
OG0051275		Lj0g3v0132199.1			
OG0051276		Lj0g3v0132209.1			
OG0051277		Lj0g3v0132239.1			
OG0051278		Lj0g3v0132259.2			
OG0051279		Lj0g3v0132409.1			
OG0051280		Lj0g3v0132439.1			
OG0051281		Lj0g3v0132479.1			
OG0051282		Lj0g3v0132559.1			
OG0051283		Lj0g3v0132649.1			
OG0051284		Lj0g3v0132709.1			
OG0051285		Lj0g3v0132749.1			
OG0051286		Lj0g3v0132959.1			
OG0051287		Lj0g3v0132999.1			
OG0051288		Lj0g3v0133119.1			
OG0051289		Lj0g3v0133139.1			
OG0051290		Lj0g3v0133149.1			
OG0051291		Lj0g3v0133299.1			
OG0051292		Lj0g3v0133329.1			
OG0051293		Lj0g3v0133349.1			
OG0051294		Lj0g3v0133359.1			
OG0051295		Lj0g3v0133409.2			
OG0051296		Lj0g3v0133499.1			
OG0051297		Lj0g3v0133579.1			
OG0051298		Lj0g3v0133589.1			
OG0051299		Lj0g3v0133669.1			
OG0051300		Lj0g3v0133699.1			
OG0051301		Lj0g3v0133719.1			
OG0051302		Lj0g3v0133729.1			
OG0051303		Lj0g3v0133819.1			
OG0051304		Lj0g3v0134039.1			
OG0051305		Lj0g3v0134129.1			
OG0051306		Lj0g3v0134219.1			
OG0051307		Lj0g3v0134229.1			
OG0051308		Lj0g3v0134249.1			
OG0051309		Lj0g3v0134389.1			
OG0051310		Lj0g3v0134389.2			
OG0051311		Lj0g3v0134419.1			
OG0051312		Lj0g3v0134459.1			
OG0051313		Lj0g3v0134459.2			
OG0051314		Lj0g3v0134469.1			
OG0051315		Lj0g3v0134489.1			
OG0051316		Lj0g3v0134509.1			
OG0051317		Lj0g3v0134549.1			
OG0051318		Lj0g3v0134549.2			
OG0051319		Lj0g3v0134589.2			
OG0051320		Lj0g3v0134649.1			
OG0051321		Lj0g3v0134729.1			
OG0051322		Lj0g3v0134729.2			
OG0051323		Lj0g3v0134819.1			
OG0051324		Lj0g3v0134969.1			
OG0051325		Lj0g3v0134999.1			
OG0051326		Lj0g3v0135069.1			
OG0051327		Lj0g3v0135129.1			
OG0051328		Lj0g3v0135139.1			
OG0051329		Lj0g3v0135159.1			
OG0051330		Lj0g3v0135189.1			
OG0051331		Lj0g3v0135229.1			
OG0051332		Lj0g3v0135239.1			
OG0051333		Lj0g3v0135249.1			
OG0051334		Lj0g3v0135349.1			
OG0051335		Lj0g3v0135369.1			
OG0051336		Lj0g3v0135469.1			
OG0051337		Lj0g3v0135469.2			
OG0051338		Lj0g3v0135469.3			
OG0051339		Lj0g3v0135739.1			
OG0051340		Lj0g3v0135789.1			
OG0051341		Lj0g3v0135799.1			
OG0051342		Lj0g3v0135819.1			
OG0051343		Lj0g3v0135859.1			
OG0051344		Lj0g3v0135859.2			
OG0051345		Lj0g3v0135859.3			
OG0051346		Lj0g3v0135859.4			
OG0051347		Lj0g3v0135869.2			
OG0051348		Lj0g3v0135879.1			
OG0051349		Lj0g3v0135899.1			
OG0051350		Lj0g3v0136019.1			
OG0051351		Lj0g3v0136169.1			
OG0051352		Lj0g3v0136399.1			
OG0051353		Lj0g3v0136429.1			
OG0051354		Lj0g3v0136489.1			
OG0051355		Lj0g3v0136629.1			
OG0051356		Lj0g3v0136659.1			
OG0051357		Lj0g3v0136679.1			
OG0051358		Lj0g3v0136699.1			
OG0051359		Lj0g3v0136719.1			
OG0051360		Lj0g3v0136729.1			
OG0051361		Lj0g3v0136739.1			
OG0051362		Lj0g3v0136769.1			
OG0051363		Lj0g3v0137079.1			
OG0051364		Lj0g3v0137089.1			
OG0051365		Lj0g3v0137189.1			
OG0051366		Lj0g3v0137199.1			
OG0051367		Lj0g3v0137369.1			
OG0051368		Lj0g3v0137429.1			
OG0051369		Lj0g3v0137889.1			
OG0051370		Lj0g3v0137949.1			
OG0051371		Lj0g3v0137969.1			
OG0051372		Lj0g3v0137999.1			
OG0051373		Lj0g3v0138009.1			
OG0051374		Lj0g3v0138099.1			
OG0051375		Lj0g3v0138419.1			
OG0051376		Lj0g3v0138449.1			
OG0051377		Lj0g3v0138459.1			
OG0051378		Lj0g3v0138529.1			
OG0051379		Lj0g3v0138569.1			
OG0051380		Lj0g3v0138649.1			
OG0051381		Lj0g3v0138769.1			
OG0051382		Lj0g3v0138799.1			
OG0051383		Lj0g3v0138819.1			
OG0051384		Lj0g3v0138819.2			
OG0051385		Lj0g3v0138859.1			
OG0051386		Lj0g3v0138899.1			
OG0051387		Lj0g3v0138909.1			
OG0051388		Lj0g3v0138909.2			
OG0051389		Lj0g3v0138989.1			
OG0051390		Lj0g3v0139099.1			
OG0051391		Lj0g3v0139099.2			
OG0051392		Lj0g3v0139159.1			
OG0051393		Lj0g3v0139189.1			
OG0051394		Lj0g3v0139239.1			
OG0051395		Lj0g3v0139339.1			
OG0051396		Lj0g3v0139409.1			
OG0051397		Lj0g3v0139469.1			
OG0051398		Lj0g3v0139499.1			
OG0051399		Lj0g3v0139539.2			
OG0051400		Lj0g3v0139579.1			
OG0051401		Lj0g3v0139599.1			
OG0051402		Lj0g3v0139599.2			
OG0051403		Lj0g3v0139639.1			
OG0051404		Lj0g3v0139649.1			
OG0051405		Lj0g3v0139709.1			
OG0051406		Lj0g3v0139709.2			
OG0051407		Lj0g3v0139759.1			
OG0051408		Lj0g3v0139769.1			
OG0051409		Lj0g3v0139779.1			
OG0051410		Lj0g3v0139809.1			
OG0051411		Lj0g3v0139819.1			
OG0051412		Lj0g3v0139829.1			
OG0051413		Lj0g3v0139899.1			
OG0051414		Lj0g3v0139909.1			
OG0051415		Lj0g3v0139939.1			
OG0051416		Lj0g3v0139999.1			
OG0051417		Lj0g3v0140069.2			
OG0051418		Lj0g3v0140119.1			
OG0051419		Lj0g3v0140149.2			
OG0051420		Lj0g3v0140159.1			
OG0051421		Lj0g3v0140189.1			
OG0051422		Lj0g3v0140229.1			
OG0051423		Lj0g3v0140269.1			
OG0051424		Lj0g3v0140269.2			
OG0051425		Lj0g3v0140269.3			
OG0051426		Lj0g3v0140499.1			
OG0051427		Lj0g3v0140559.4			
OG0051428		Lj0g3v0140709.1			
OG0051429		Lj0g3v0140729.1			
OG0051430		Lj0g3v0140739.1			
OG0051431		Lj0g3v0140769.1			
OG0051432		Lj0g3v0140779.1			
OG0051433		Lj0g3v0140809.1			
OG0051434		Lj0g3v0140849.1			
OG0051435		Lj0g3v0140849.2			
OG0051436		Lj0g3v0140969.1			
OG0051437		Lj0g3v0140969.2			
OG0051438		Lj0g3v0141009.1			
OG0051439		Lj0g3v0141079.1			
OG0051440		Lj0g3v0141109.1			
OG0051441		Lj0g3v0141119.1			
OG0051442		Lj0g3v0141149.1			
OG0051443		Lj0g3v0141149.2			
OG0051444		Lj0g3v0141259.2			
OG0051445		Lj0g3v0141279.1			
OG0051446		Lj0g3v0141289.1			
OG0051447		Lj0g3v0141299.1			
OG0051448		Lj0g3v0141319.1			
OG0051449		Lj0g3v0141439.1			
OG0051450		Lj0g3v0141499.1			
OG0051451		Lj0g3v0141629.1			
OG0051452		Lj0g3v0141809.1			
OG0051453		Lj0g3v0141849.1			
OG0051454		Lj0g3v0141859.1			
OG0051455		Lj0g3v0141889.1			
OG0051456		Lj0g3v0141979.1			
OG0051457		Lj0g3v0141989.1			
OG0051458		Lj0g3v0142099.1			
OG0051459		Lj0g3v0142299.1			
OG0051460		Lj0g3v0142299.2			
OG0051461		Lj0g3v0142429.1			
OG0051462		Lj0g3v0142549.1			
OG0051463		Lj0g3v0142559.1			
OG0051464		Lj0g3v0142719.1			
OG0051465		Lj0g3v0142739.1			
OG0051466		Lj0g3v0142739.2			
OG0051467		Lj0g3v0142759.1			
OG0051468		Lj0g3v0142799.1			
OG0051469		Lj0g3v0142879.1			
OG0051470		Lj0g3v0143029.1			
OG0051471		Lj0g3v0143069.1			
OG0051472		Lj0g3v0143089.1			
OG0051473		Lj0g3v0143159.1			
OG0051474		Lj0g3v0143189.1			
OG0051475		Lj0g3v0143329.1			
OG0051476		Lj0g3v0143659.1			
OG0051477		Lj0g3v0143719.1			
OG0051478		Lj0g3v0143899.1			
OG0051479		Lj0g3v0144039.1			
OG0051480		Lj0g3v0144179.1			
OG0051481		Lj0g3v0144299.1			
OG0051482		Lj0g3v0144369.1			
OG0051483		Lj0g3v0144469.1			
OG0051484		Lj0g3v0144479.1			
OG0051485		Lj0g3v0144539.1			
OG0051486		Lj0g3v0144629.1			
OG0051487		Lj0g3v0144739.1			
OG0051488		Lj0g3v0144799.1			
OG0051489		Lj0g3v0144799.2			
OG0051490		Lj0g3v0144819.1			
OG0051491		Lj0g3v0144909.1			
OG0051492		Lj0g3v0144989.1			
OG0051493		Lj0g3v0145009.1			
OG0051494		Lj0g3v0145079.1			
OG0051495		Lj0g3v0145089.1			
OG0051496		Lj0g3v0145139.1			
OG0051497		Lj0g3v0145239.1			
OG0051498		Lj0g3v0145279.1			
OG0051499		Lj0g3v0145359.2			
OG0051500		Lj0g3v0145369.1			
OG0051501		Lj0g3v0145539.1			
OG0051502		Lj0g3v0145579.1			
OG0051503		Lj0g3v0145659.1			
OG0051504		Lj0g3v0145679.1			
OG0051505		Lj0g3v0145699.1			
OG0051506		Lj0g3v0145709.1			
OG0051507		Lj0g3v0145729.1			
OG0051508		Lj0g3v0145779.1			
OG0051509		Lj0g3v0145819.1			
OG0051510		Lj0g3v0145859.1			
OG0051511		Lj0g3v0146009.1			
OG0051512		Lj0g3v0146229.1			
OG0051513		Lj0g3v0146279.1			
OG0051514		Lj0g3v0146299.1			
OG0051515		Lj0g3v0146309.1			
OG0051516		Lj0g3v0146389.1			
OG0051517		Lj0g3v0146499.1			
OG0051518		Lj0g3v0146529.1			
OG0051519		Lj0g3v0146559.1			
OG0051520		Lj0g3v0146589.1			
OG0051521		Lj0g3v0146679.1			
OG0051522		Lj0g3v0146719.1			
OG0051523		Lj0g3v0146929.1			
OG0051524		Lj0g3v0146949.1			
OG0051525		Lj0g3v0146959.1			
OG0051526		Lj0g3v0147049.1			
OG0051527		Lj0g3v0147059.1			
OG0051528		Lj0g3v0147079.1			
OG0051529		Lj0g3v0147119.1			
OG0051530		Lj0g3v0147129.1			
OG0051531		Lj0g3v0147139.1			
OG0051532		Lj0g3v0147229.1			
OG0051533		Lj0g3v0147289.1			
OG0051534		Lj0g3v0147459.1			
OG0051535		Lj0g3v0147529.1			
OG0051536		Lj0g3v0147669.1			
OG0051537		Lj0g3v0147709.1			
OG0051538		Lj0g3v0147709.2			
OG0051539		Lj0g3v0147709.3			
OG0051540		Lj0g3v0147759.1			
OG0051541		Lj0g3v0147829.1			
OG0051542		Lj0g3v0147859.1			
OG0051543		Lj0g3v0147879.1			
OG0051544		Lj0g3v0148009.1			
OG0051545		Lj0g3v0148069.1			
OG0051546		Lj0g3v0148249.1			
OG0051547		Lj0g3v0148349.1			
OG0051548		Lj0g3v0148359.1			
OG0051549		Lj0g3v0148389.1			
OG0051550		Lj0g3v0148399.1			
OG0051551		Lj0g3v0148449.1			
OG0051552		Lj0g3v0148689.1			
OG0051553		Lj0g3v0148699.1			
OG0051554		Lj0g3v0148749.1			
OG0051555		Lj0g3v0148859.1			
OG0051556		Lj0g3v0148899.1			
OG0051557		Lj0g3v0149019.1			
